country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literate,can_add,can_divide,employed_last_year,employment_category_last_year,employment_type_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,has_insurance,has_investment,bank_interest_rate,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,can_call_viaphone,can_text_viaphone,can_use_internet_viaphone,active_bank_user,poverty_probability
C,FALSE,35,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.751
F,FALSE,30,FALSE,TRUE,Q,Head,,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.875
D,TRUE,52,TRUE,FALSE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.569
I,FALSE,35,FALSE,TRUE,Q,Head,3,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.886
F,FALSE,15,TRUE,FALSE,Q,Son/Daughter,0,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
I,TRUE,45,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.035
D,FALSE,37,FALSE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.456
A,FALSE,30,FALSE,TRUE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.987
A,FALSE,61,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.879
J,FALSE,28,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.342
J,TRUE,21,FALSE,FALSE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.027
J,FALSE,23,FALSE,TRUE,X,Son/Daughter,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.826
D,TRUE,29,TRUE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,3,2,TRUE,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.967
A,FALSE,32,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.949
D,TRUE,32,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,3,2,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.456
C,TRUE,22,FALSE,FALSE,P,Son/Daughter,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.957
D,TRUE,22,FALSE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,3,2,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.569
G,TRUE,34,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.253
J,FALSE,54,FALSE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,19,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.105
D,FALSE,15,TRUE,FALSE,Q,Son/Daughter,,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.895
I,TRUE,15,TRUE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.482
G,TRUE,22,TRUE,FALSE,X,Other,2,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.387
A,TRUE,18,TRUE,FALSE,Q,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.843
C,FALSE,45,TRUE,TRUE,P,Head,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.751
C,FALSE,36,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.185
I,FALSE,30,FALSE,TRUE,Q,Sister/Brother,3,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.482
G,TRUE,51,TRUE,FALSE,X,Head,2,TRUE,TRUE,FALSE,TRUE,employed,salaried,TRUE,FALSE,FALSE,3,2,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.557
D,FALSE,25,TRUE,TRUE,X,Head,2,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.95
I,FALSE,22,FALSE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.482
A,TRUE,42,FALSE,TRUE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.633
D,FALSE,45,TRUE,FALSE,X,Head,0,FALSE,FALSE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.967
A,FALSE,18,FALSE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.507
A,FALSE,28,FALSE,TRUE,Q,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.879
F,FALSE,60,TRUE,FALSE,X,Father/Mother,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63
I,FALSE,30,TRUE,TRUE,Q,Spouse,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.268
G,FALSE,63,TRUE,FALSE,X,Head,0,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.608
G,TRUE,75,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,FALSE,other,other,TRUE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.729
D,FALSE,29,FALSE,FALSE,X,Sister/Brother,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.569
D,FALSE,38,TRUE,TRUE,X,Spouse,1,TRUE,FALSE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.999
F,FALSE,67,FALSE,FALSE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.492
A,FALSE,70,TRUE,TRUE,Q,Other,0,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.843
J,FALSE,25,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.772
G,TRUE,25,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,TRUE,0,0,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.387
D,FALSE,31,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97
J,TRUE,24,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.105
G,FALSE,58,TRUE,FALSE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.608
D,FALSE,38,FALSE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,TRUE,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.569
G,TRUE,29,TRUE,TRUE,X,Spouse,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.506
G,TRUE,22,TRUE,FALSE,X,Head,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.355
I,TRUE,25,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.96
D,FALSE,37,TRUE,TRUE,X,Spouse,1,TRUE,FALSE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.967
A,FALSE,25,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.915
C,TRUE,16,FALSE,FALSE,P,Son/Daughter,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.97
F,FALSE,24,FALSE,FALSE,X,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.925
D,FALSE,69,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.895
F,TRUE,36,TRUE,TRUE,Q,Spouse,2,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0
C,FALSE,55,TRUE,TRUE,Q,Spouse,0,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.957
J,FALSE,23,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,FALSE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.342
F,FALSE,45,TRUE,TRUE,Q,Spouse,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.492
C,TRUE,36,TRUE,TRUE,P,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.447
I,FALSE,20,FALSE,FALSE,Q,Son/Daughter,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.914
F,FALSE,22,FALSE,FALSE,X,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.449
F,TRUE,18,TRUE,TRUE,Q,Spouse,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.492
I,FALSE,30,FALSE,TRUE,Q,Head,1,FALSE,TRUE,FALSE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.846
I,FALSE,28,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.548
D,FALSE,19,TRUE,TRUE,X,Spouse,1,FALSE,FALSE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.895
C,FALSE,18,FALSE,FALSE,P,Son/Daughter,2,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.185
J,FALSE,25,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.216
I,FALSE,40,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.161
F,TRUE,45,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.035
C,FALSE,68,TRUE,TRUE,P,Spouse,1,FALSE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.751
D,FALSE,26,FALSE,TRUE,X,Head,1,FALSE,FALSE,FALSE,TRUE,employed,salaried,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.95
C,FALSE,60,TRUE,FALSE,P,Head,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.515
A,FALSE,33,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.997
G,TRUE,24,TRUE,FALSE,X,Head,1,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.454
G,FALSE,28,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.371
I,TRUE,23,TRUE,FALSE,Q,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.728
D,TRUE,18,TRUE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.456
I,FALSE,29,FALSE,TRUE,Q,Head,3,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.268
I,TRUE,25,TRUE,TRUE,Q,Father/Mother,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.26
A,TRUE,18,TRUE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.732
C,TRUE,32,FALSE,TRUE,P,Head,2,TRUE,FALSE,FALSE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.282
C,FALSE,20,FALSE,FALSE,P,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.515
F,TRUE,17,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.321
A,FALSE,18,FALSE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.409
G,FALSE,55,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.756
D,FALSE,17,TRUE,FALSE,X,Son/Daughter,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.97
C,FALSE,45,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.282
J,TRUE,49,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.826
C,FALSE,28,FALSE,TRUE,Q,Son/Daughter,1,TRUE,TRUE,FALSE,FALSE,other,other,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.515
C,TRUE,58,FALSE,TRUE,P,Head,0,FALSE,FALSE,FALSE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.185
A,FALSE,42,FALSE,TRUE,Q,Head,0,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.949
G,FALSE,51,FALSE,TRUE,X,Head,3,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,TRUE,18,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.228
C,FALSE,21,FALSE,FALSE,P,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.515
J,FALSE,22,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.772
D,TRUE,15,TRUE,FALSE,Q,Son/Daughter,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.569
A,FALSE,16,FALSE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.732
G,TRUE,31,FALSE,TRUE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.557
C,TRUE,52,TRUE,TRUE,P,Head,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.664
J,FALSE,100,TRUE,FALSE,X,Head,0,FALSE,FALSE,FALSE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.772
